,date,brand,model,fuel,transmission_type,color,year,km*1000,price(Thousand)
360,22-10-22,Peugeot,301,Benzene,automatic,Light grey,2021,30,335
361,22-10-22,Toyota,Corolla,Benzene,automatic,Gray,2022,3,755
362,22-10-22,Suzuki,Swift Dzire || Dzire,Benzene,automatic,Mocha,2021,33,325
363,22-10-22,Hyundai,Elantra HD,Benzene,automatic,Gray,2018,106,330
364,22-10-22,Skoda,Octavia A7,Benzene,automatic,White,2020,15,550
365,22-10-22,Mercedes,C 180,Benzene,automatic,Black,2019,70,1300
366,22-10-22,Kia,Cerato,Benzene,automatic,Silver,2011,210,245
367,22-10-22,Renault,Logan,Benzene,manual,Red,2015,188,155
368,22-10-22,Nissan,Qashqai,Benzene,automatic,Blue,2022,18,945
369,22-10-22,Chery,Tiggo 7 pro,Benzene,CVT,Silver,2022,0.07,630
370,22-10-22,Mercedes,CLA 180,Benzene,automatic,Black,2021,65,1240
371,22-10-22,Daihatsu,Terios,Benzene,manual,Gray,2007,266,245
372,22-10-22,Suzuki,Swift Dzire || Dzire,Benzene,manual,Silver,2022,0.023,275
373,22-10-22,Ford,Fusion,Benzene,automatic,Black,2018,140,630
374,22-10-22,Chevrolet,Optra,Benzene,automatic,Silver,2021,82,310
375,22-10-22,Toyota,Corolla,Benzene,automatic,White,2015,236,380
376,22-10-22,Renault,Logan,Benzene,manual,Silver,2010,0,114
377,22-10-22,Renault,Duster,Benzene,automatic,Silver,2018,0,390
378,22-10-22,MG,6,Benzene,automatic,Silver,2020,60,468
379,22-10-22,Suzuki,Maruti,Benzene,manual,Cyan,2009,35,70
380,22-10-22,Daewoo,Lanos 2,Benzene,manual,Cyan,2006,177,75
381,22-10-22,Hyundai,Tucson,Benzene,automatic,White,2017,220,640
382,22-10-22,Hyundai,Tucson GDI,Benzene,automatic,Brown,2017,93,650
383,22-10-22,Suzuki,Ciaz,Benzene,automatic,Black,2021,43,410
384,22-10-22,Opel,Vectra,Benzene,automatic,Cyan,1996,199,55
385,22-10-22,Ford,Fiesta,Benzene,manual,Black,1997,0,10
386,22-10-22,Skoda,Octavia A5,Benzene,automatic,Black,2005,300,230
387,21-10-22,Chevrolet,Lanos,Benzene,manual,Dark red,2016,69,165
388,22-10-22,Chevrolet,Cruze,Benzene,automatic,Silver,2010,0.12,250
389,22-10-22,Kia,Sportage,Benzene,automatic,White,2022,25,1050
390,22-10-22,Mercedes,C 180,Benzene,automatic,Silver,2020,16,1500
391,22-10-22,Kia,Sportage,Benzene,automatic,Black,2017,55,700
392,22-10-22,Opel,Corsa,Benzene,manual,Gray,2003,237,82
393,22-10-22,Kia,Cerato,Benzene,automatic,Mocha,2010,115,290
394,22-10-22,Chevrolet,Aveo,Benzene,automatic,Dark red,2018,87,225
395,22-10-22,Chery,Arrizo 5,Benzene,manual,Silver,2020,26,235
396,22-10-22,Volkswagen,Jetta,Benzene,automatic,Dark blue,2008,215,245
397,22-10-22,Renault,Kadjar,Benzene,automatic,Blue,2021,62,640
398,22-10-22,Hyundai,Elantra MD,Benzene,automatic,Mocha,2016,140,350
399,22-10-22,Jac,S2,Benzene,automatic,Silver,2017,160,180
400,22-10-22,Jetour,X70,Benzene,automatic,Black,2021,29,510
401,22-10-22,Audi,Q3,Benzene,automatic,Black,2020,62,960
402,22-10-22,Renault,Megane,diesel,automatic,Dark blue,2021,39,495
403,22-10-22,Renault,MCV || MCV,Benzene,automatic,Red,2010,240,152
404,22-10-22,Fiat,Tipo,Benzene,automatic,Light grey,2021,55,440
405,22-10-22,Nissan,Qashqai,Benzene,automatic,Red,2017,81,450
406,22-10-22,Hyundai,Elantra MD,Benzene,automatic,Silver,2015,170,320
407,22-10-22,Nissan,Qashqai,Benzene,automatic,White,2018,215,460
408,22-10-22,Dodge,Neon,Benzene,automatic,White,2017,99,340
409,22-10-22,MG,5,Benzene,automatic,Champagne,2021,40,405
410,22-10-22,Kia,Shuma,Benzene,manual,Silver,2002,35,120
411,22-10-22,Mitsubishi,Lancer EX Shark,Benzene,automatic,Silver,2017,96,445
412,22-10-22,Hyundai,Elantra MD,Benzene,automatic,Silver,2012,150,270
413,22-10-22,Subaru,XV,Benzene,automatic,Orange,2015,135,420
414,22-10-22,Kia,Sportage,Benzene,automatic,White,2021,100,970
415,22-10-22,Chevrolet,Lanos,Benzene,manual,Silver,2015,90,177
416,22-10-22,Speranza,A516,Benzene,manual,Silver,2008,230,86
417,22-10-22,Peugeot,3008,Benzene,automatic,White,2021,47,900
418,22-10-22,Nissan,XTrail,Benzene,automatic,Black,2008,120,275
419,22-10-22,Kia,Carens,Benzene,automatic,Olive,2010,300,300
420,22-10-22,Mitsubishi,Lancer EX Shark,Benzene,automatic,Silver,2014,114,375
421,22-10-22,Honda,Civic,Benzene,automatic,Gold,2007,300,215
422,22-10-22,Hyundai,Matrix,Benzene,automatic,White,2007,220,220
423,22-10-22,Fiat,128,Benzene,manual,White,1987,0,36
424,22-10-22,MG,ZS,Benzene,automatic,Black,2022,24,510
425,22-10-22,Hyundai,Verna,natural gas,manual,Gray,2008,171,97
426,22-10-22,Hyundai,Verna,Benzene,manual,Gray,2007,160,123
427,22-10-22,Nissan,Sunny,Benzene,automatic,Black,2019,55,265
428,22-10-22,Peugeot,3008,Benzene,automatic,Black,2019,31,750
429,22-10-22,Daewoo,Nubira 2,Benzene,manual,Silver,1999,198,88
430,22-10-22,Faw,V 60,Benzene,manual,White,2019,50,145
431,22-10-22,Opel,Corsa,Benzene,manual,Silver,2007,175,110
432,22-10-22,Chevrolet,Optra,natural gas,automatic,Red,2015,230,185
433,22-10-22,Hyundai,Elantra MD,Benzene,automatic,Red,2012,150,365
434,22-10-22,Brilliance,FRV,Benzene,manual,Silver,2009,230,120
435,22-10-22,Suzuki,Van,Benzene,manual,White,2017,80,135
436,22-10-22,Mitsubishi,Pajero,Benzene,manual,Dark blue,1996,200,450
437,22-10-22,Mitsubishi,Attrage,Benzene,automatic,Blue,2023,0,410
438,22-10-22,Nissan,Qashqai,Benzene,automatic,Gray,2019,74,580
439,22-10-22,Kia,Cerato Koup,Benzene,automatic,Silver,2011,141,270
440,22-10-22,Isuzu,D max,Benzene,manual,Light grey,2019,130,650
441,22-10-22,BMW,X3,Benzene,automatic,Dark blue,2017,123,1050
442,22-10-22,Renault,Sandero Step Way,Benzene,automatic,Silver,2016,110,275
443,22-10-22,Hyundai,Elantra MD,Benzene,automatic,Silver,2013,130,355
444,22-10-22,Kia,Xceed,Benzene,automatic,Orange,2022,2.8,785
445,22-10-22,Chery,Tiggo 3,Benzene,automatic,Black,2022,1.82,380
446,22-10-22,Mercedes,CLA 180,Benzene,automatic,White,2019,22,1000
447,22-10-22,Land Rover,Range Rover Evoque || Evoque,Benzene,automatic,White,2020,39,1900
448,22-10-22,Renault,Logan,Benzene,automatic,Dark green,2022,23.7,360
449,22-10-22,Lada,Granta,Benzene,automatic,Silver,2022,0.5,270
450,22-10-22,Hyundai,I10,Benzene,automatic,Gold,2010,130,190
451,22-10-22,Mitsubishi,Lancer EX Shark,Benzene,automatic,Gold,2015,273,365
452,22-10-22,BMW,316,Benzene,automatic,Silver,2013,202,495
453,22-10-22,Nissan,Sunny,Benzene,automatic,Gray,2011,180,190
454,22-10-22,Chevrolet,Cruze,Benzene,automatic,Gray,2014,145,265
455,22-10-22,Skoda,Octavia A4,Benzene,automatic,Cyan,2003,240,165
456,22-10-22,Peugeot,5008,Benzene,automatic,Light grey,2016,125,450
457,22-10-22,BMW,316,Benzene,manual,Gray,2007,200,245
458,22-10-22,Nissan,Sunny,Benzene,automatic,Black,2021,27,340
459,22-10-22,Nissan,Sunny,Benzene,automatic,Mocha,2022,10,350
460,22-10-22,Kia,Cerato,Benzene,automatic,Silver,2011,125,400
461,22-10-22,Toyota,Corolla,Benzene,automatic,White,2014,90,350
462,22-10-22,Chevrolet,Lanos,Benzene,manual,Silver,2013,173,133
463,22-10-22,Mitsubishi,Eclipse Cross,Benzene,automatic,White,2020,76,710
464,22-10-22,Kia,Sportage,Benzene,automatic,Petroleum,2021,25,730
465,22-10-22,Byd,F3,Benzene,automatic,Red,2019,83,220
466,22-10-22,Mazda,2 || Mazda 2,Benzene,automatic,Gray,2016,40,292
467,22-10-22,Opel,Astra,Benzene,automatic,Brown,2017,96,385
468,22-10-22,Hyundai,Accent RB,Benzene,automatic,Red,2013,182,270
469,22-10-22,Volkswagen,Tiguan,Benzene,manual,White,2014,75,11.111
470,22-10-22,Skoda,Felicia,Benzene,manual,Red,2000,0,55
471,22-10-22,Kia,Cerato,Benzene,automatic,White,2014,182,288
472,22-10-22,Nissan,Sunny,Benzene,automatic,Black,2022,28,328
473,22-10-22,Kia,Cerato,Benzene,automatic,Silver,2017,123,460
474,22-10-22,Lada,Granta,Benzene,manual,Light grey,2019,0,200
475,22-10-22,Mitsubishi,Lancer EX Shark,Benzene,automatic,Red,2016,100,420
476,22-10-22,Fiat,Tempra,Benzene,manual,Petroleum,1993,0,60
477,22-10-22,Toyota,Corolla,Benzene,automatic,Bronze,2021,23.5,665
478,22-10-22,Toyota,Corolla,Benzene,automatic,Black,2015,77,430
479,22-10-22,Renault,Kadjar,Benzene,automatic,Petroleum,2021,66,675
480,22-10-22,Chery,Tiggo 3,Benzene,automatic,Dark red,2023,0.02,420
481,22-10-22,Hyundai,I20,Benzene,automatic,Light grey,2022,0.016,525
482,22-10-22,MG,ZS,Benzene,automatic,Black,2021,60,515
483,22-10-22,Hyundai,Tucson Turbo GDI || Tucson Turbo,Benzene,automatic,Petroleum,2022,35,1150
484,22-10-22,Hyundai,Elantra CN7,Benzene,automatic,Dark red,2022,3,665
485,22-10-22,Toyota,Corolla,Benzene,automatic,Red,2020,60,630
486,22-10-22,Citroën,C3 Aircross,Benzene,automatic,Black,2022,6,560
487,22-10-22,Renault,Duster,Benzene,CVT,Silver,2022,50,550
488,22-10-22,Kia,Sportage,Benzene,automatic,Light grey,2018,99,730
489,22-10-22,Hyundai,Tucson Turbo GDI || Tucson Turbo,Benzene,automatic,Dark red,2022,40,900
490,22-10-22,Brilliance,V5,Benzene,automatic,Red,2013,120,255
491,22-10-22,Geely,Ck,Benzene,manual,Silver,2006,75,47
492,22-10-22,Mercedes,200,Benzene,manual,White,1977,0,45
493,22-10-22,Toyota,Yaris,Benzene,automatic,Silver,2015,100,280
494,22-10-22,Hyundai,Verna,Benzene,manual,Dark red,2012,193,155
495,22-10-22,Geely,Emgrand 7,Benzene,manual,Black,2017,23,130
496,22-10-22,Skoda,Felicia,Benzene,manual,Red,1995,0,50
497,22-10-22,Kia,Shuma,Benzene,manual,Black,1999,300,80
498,22-10-22,Fiat,Shahin,Benzene,manual,Red,2007,0,58
499,22-10-22,Mercedes,200,Benzene,manual,Light grey,1982,135,78
500,22-10-22,Chevrolet,Optra,Benzene,automatic,Red,2017,161,220
501,22-10-22,Chevrolet,Cruze,Benzene,manual,Red,2010,185,155
502,22-10-22,Chevrolet,Aveo,Benzene,manual,Red,2010,176,122
503,22-10-22,Chevrolet,Cruze,Benzene,automatic,Black,2010,210,185
504,22-10-22,Kia,Sportage,Benzene,automatic,Dark red,2021,70,730
505,22-10-22,Kia,Carens,Benzene,automatic,White,2004,260,125
506,22-10-22,Nissan,Sunny,Benzene,automatic,Black,2018,90,270
507,22-10-22,Chevrolet,Lanos,Benzene,manual,Black,2010,179,118
508,22-10-22,Ford,Kuga,Benzene,automatic,Black,2017,120,650
509,14-10-22,Hyundai,Accent,Benzene,automatic,Silver,2010,150,175
510,22-10-22,BMW,X4,Benzene,automatic,Black,2017,70,1500
511,22-10-22,Chery,Arrizo 5,Benzene,manual,White,2021,0,300
512,22-10-22,Renault,Logan,Benzene,manual,White,2012,183,118
513,22-10-22,Hyundai,Verna,Benzene,manual,Black,2006,300,97
514,22-10-22,Chevrolet,Optra,Benzene,automatic,Black,2010,160,170
515,22-10-22,Jetour,X70S,Benzene,automatic,Cyan,2022,15,560
516,22-10-22,Renault,Kadjar,Benzene,automatic,Red,2020,17,680
517,22-10-22,Hyundai,Elantra MD,Benzene,automatic,Black,2013,153,325
518,22-10-22,Byd,F3,Benzene,manual,Mocha,2017,250,145
519,22-10-22,Hyundai,Accent,Benzene,automatic,Blue,2000,200,125
520,22-10-22,Hyundai,Tucson,Benzene,automatic,Bronze,2021,21,970
521,22-10-22,Renault,Duster,Benzene,automatic,Gold,2019,140,410
522,22-10-22,Hyundai,Elantra HD,Benzene,automatic,Red,2023,0.15,435
523,22-10-22,Hyundai,Bayon,Benzene,automatic,Dark blue,2022,0.1,555
524,22-10-22,Opel,Corsa,Benzene,automatic,Dark red,2023,0.1,570
525,22-10-22,Opel,Insignia,Benzene,automatic,Eggplant,2015,143,500
526,22-10-22,Fiat,Tipo,Benzene,automatic,Silver,2020,62,345
527,22-10-22,Toyota,Fortuner,Benzene,automatic,Silver,2013,100,670
528,22-10-22,Ford,Kuga,Benzene,automatic,Gray,2018,110,645
529,22-10-22,Kia,Sportage,Benzene,automatic,Silver,2020,32,700
530,22-10-22,Hyundai,Elantra AD,Benzene,automatic,White,2017,62.5,460
531,22-10-22,Chevrolet,Optra,Benzene,automatic,Blue,2017,160,250
532,22-10-22,Chevrolet,Optra,Benzene,automatic,Red,2023,2,360
533,22-10-22,Nissan,Sunny,Benzene,automatic,Red,2013,116,200
534,22-10-22,Chery,Tiggo 7,Benzene,automatic,White,2021,40,475
535,22-10-22,Mitsubishi,Lancer EX Shark,Benzene,automatic,Silver,2017,89,415
536,22-10-22,Renault,11,Benzene,automatic,Green,2011,0,180
537,22-10-22,Kia,Sephia,Benzene,manual,Silver,2000,200,75
538,22-10-22,Hyundai,Verna,Benzene,automatic,Silver,2010,170,145
539,22-10-22,Skoda,Octavia A4,Benzene,automatic,Red,1998,125,165
540,22-10-22,Kia,Cerato,Benzene,automatic,Red,2008,180,185
541,22-10-22,Geely,Emgrand 7,Benzene,manual,Silver,2015,250,105
542,22-10-22,Fiat,Shahin,Benzene,manual,White,2000,0,60
543,22-10-22,Hyundai,Verna,Benzene,manual,Gray,2015,72,180
544,22-10-22,Nissan,Sunny,Benzene,automatic,Black,2022,32,320
545,22-10-22,Hyundai,Elantra,Benzene,automatic,Red,2010,98,280
546,22-10-22,Geely,Emgrand 7,Benzene,manual,Silver,2014,170,75
547,22-10-22,Chery,Tiggo 7,Benzene,automatic,Gray,2021,90,425
548,22-10-22,Renault,Duster,Benzene,manual,Silver,2016,80,430
549,22-10-22,Hyundai,Elantra MD,Benzene,automatic,Black,2014,200,330
550,22-10-22,Peugeot,406,Benzene,automatic,Green,1997,280,102
551,22-10-22,Mitsubishi,Lancer EX Shark,Benzene,automatic,Red,2016,157,316
552,22-10-22,Mercedes,240,Benzene,automatic,Dark blue,1998,240,230
553,22-10-22,Kia,Soul,Benzene,automatic,Red,2015,200,360
554,22-10-22,Hyundai,Elantra,Benzene,automatic,Silver,2007,162,250
555,22-10-22,Opel,Astra,Benzene,automatic,Black,2016,117,345
556,22-10-22,Senova,X25,Benzene,automatic,Blue,2018,59,250
557,22-10-22,Jaguar,F-Pace,Benzene,automatic,Black,2019,30,1350
558,22-10-22,Opel,Astra,Benzene,automatic,Gray,2015,170,285
559,22-10-22,Mitsubishi,Lancer EX Shark,Benzene,automatic,Silver,2016,113,365
560,22-10-22,Kia,Sportage,Benzene,automatic,Gray,2021,6,768
561,22-10-22,Kia,Sorento,Benzene,automatic,Dark red,2020,50,1150
562,22-10-22,MG,ZS,Benzene,automatic,Black,2022,16,555
563,22-10-22,Jaguar,E-pace,Benzene,automatic,Black,2019,125,1150
564,22-10-22,Alfa Romeo,Stelvio,Benzene,automatic,Black,2020,28,1375
565,22-10-22,Skoda,Fantasia,Benzene,automatic,Black,2011,150,370
566,22-10-22,Hyundai,H1,diesel,manual,White,2015,200,257
567,22-10-22,Volkswagen,Tiguan,Benzene,automatic,Gray,2021,36,1075
568,22-10-22,Chevrolet,Equinox,Benzene,automatic,Dark blue,2019,56,715
569,22-10-22,Mercedes,C 180,Benzene,automatic,Black,2015,28,1200
570,22-10-22,Lada,Granta,Benzene,manual,Dark red,2020,115,165
571,22-10-22,Kia,Cerato,Benzene,automatic,Black,2017,130,415
572,22-10-22,Hyundai,Matrix,Benzene,automatic,Silver,2007,45,245
573,22-10-22,Hyundai,Elantra CN7,Benzene,automatic,Black,2021,40,620
574,22-10-22,Nissan,Sunny,Benzene,manual,Gold,2011,152,175
575,22-10-22,Suzuki,S Presso,Benzene,manual,Gray,2021,40,190
576,22-10-22,Changan,Eado,Benzene,automatic,Red,2022,26,285
577,22-10-22,Kia,Carens,Benzene,automatic,Silver,2011,85,289
578,22-10-22,Chevrolet,Optra,Benzene,automatic,Silver,2021,20,325
579,22-10-22,Nissan,Qashqai,Benzene,automatic,Light grey,2019,125,520
580,22-10-22,Hyundai,Tucson,Benzene,automatic,Silver,2020,51,860
581,22-10-22,Chevrolet,Captiva,Benzene,automatic,Silver,2021,30,600
582,22-10-22,Mercedes,C 180,Benzene,automatic,Silver,2010,197,525
583,22-10-22,Chery,Tiggo 8,Benzene,automatic,Gray,2022,7.7,695
584,22-10-22,Kia,Cerato,Benzene,automatic,White,2018,119,400
585,22-10-22,Geely,Emgrand 7,Benzene,manual,Dark red,2015,139,120
586,22-10-22,Fiat,127,Benzene,manual,Blue,1985,0,20
587,22-10-22,Hyundai,Tucson Turbo GDI || Tucson Turbo,Benzene,automatic,Champagne,2021,14.8,1150
588,22-10-22,Fiat,127,Benzene,manual,Red,1982,0,15
589,22-10-22,Speranza,A113,Benzene,manual,Dark blue,2009,170,85
590,22-10-22,Hyundai,Elantra,Benzene,automatic,Champagne,2009,187,242
591,22-10-22,Skoda,Octavia A4,Benzene,manual,Silver,1999,200,105
592,22-10-22,Seat,Leon,Benzene,automatic,White,2018,57,520
593,22-10-22,Byd,F3,Benzene,automatic,Light grey,2018,22,185
594,22-10-22,Skoda,Kodiaq,Benzene,automatic,White,2022,18,1015
595,22-10-22,Speranza,Tiggo,Benzene,automatic,Brown,2018,160,260
596,22-10-22,Daewoo,Nubira 2,Benzene,automatic,Red,1999,0,80
597,22-10-22,Skoda,Octavia A7,Benzene,automatic,Black,2015,116,525
598,22-10-22,Toyota,Belta,Benzene,automatic,Black,2022,2.5,455
599,22-10-22,Fiat,131,Benzene,manual,Blue,1980,0,25
600,22-10-22,Renault,Logan,Benzene,manual,Dark blue,2017,138,185
601,22-10-22,Kia,Cerato,Benzene,automatic,Red,2013,110,260
602,22-10-22,Volkswagen,Passat,Benzene,automatic,Silver,2021,43,1030
603,22-10-22,Mercedes,C 180,Benzene,automatic,Black,2018,125,1490
604,22-10-22,Toyota,Corolla,Benzene,automatic,Bronze,2021,39,600
605,22-10-22,Kia,Carnival,Benzene,automatic,Black,2016,160,880
606,22-10-22,Skoda,Fabia,Benzene,manual,Silver,2003,181,120
607,22-10-22,Hyundai,Accent RB,Benzene,automatic,Silver,2015,80,340
608,22-10-22,Opel,Astra,Benzene,automatic,White,2020,88,390
609,22-10-22,Hyundai,Tucson,Benzene,automatic,Light grey,2019,63,850
610,22-10-22,Daewoo,Nubira 2,Benzene,manual,Blue,2007,147,118
611,22-10-22,Kia,Carens,Benzene,automatic,Black,2012,109,340
612,22-10-22,Hyundai,Elantra AD,Benzene,automatic,Silver,2019,40,470
613,22-10-22,Nissan,Sunny,Benzene,automatic,Silver,2013,150,175
614,22-10-22,Hyundai,Tucson GDI,Benzene,automatic,Silver,2021,0.017,800
615,22-10-22,Hyundai,Verna,Benzene,automatic,Silver,2007,126,142
616,22-10-22,Chevrolet,Lanos,Benzene,manual,Dark blue,2016,165,150
617,22-10-22,Hyundai,Matrix,Benzene,manual,Dark blue,2006,197,200
618,22-10-22,Nissan,Sunny,Benzene,automatic,Black,2013,222,150
619,22-10-22,Chevrolet,Lanos,natural gas,manual,White,2010,0,60
620,22-10-22,Ds,DS5,Benzene,automatic,Gold,2016,61,700
621,22-10-22,Hyundai,Excel,Benzene,automatic,Silver,1998,0,50
622,22-10-22,Kia,Sportage,Benzene,automatic,Silver,2018,67,920
623,22-10-22,Chery,Arrizo 5,Benzene,manual,Blue,2022,30,270
624,22-10-22,Renault,Sandero Step Way,Benzene,automatic,Red,2016,86,280
625,22-10-22,Fiat,Tempra,Benzene,manual,Dark green,1990,0,38
626,22-10-22,Suzuki,Van,Benzene,manual,White,2010,0,75
627,22-10-22,Hyundai,Elantra Coupe,Benzene,manual,Gold,2005,150,200
628,22-10-22,Opel,Vectra,Benzene,manual,Blue,1999,250,105
629,22-10-22,Fiat,127,Benzene,manual,White,1985,0,16
630,22-10-22,Chery,Envy,Benzene,manual,Silver,2017,110,135
631,22-10-22,Hyundai,Elantra AD,Benzene,automatic,White,2017,100,420
632,22-10-22,Chevrolet,Equinox,Benzene,automatic,Black,2021,5,800
633,22-10-22,Opel,Astra,Benzene,automatic,Gray,2015,191,320
634,22-10-22,Speranza,Tiggo,Benzene,automatic,Red,2019,38,290
635,22-10-22,Hyundai,Matrix,Benzene,automatic,Dark red,2008,230,220
636,22-10-22,Kia,Cerato,Benzene,automatic,Light grey,2017,155,380
637,22-10-22,Fiat,132,Benzene,manual,Gray,1977,0,15
638,22-10-22,BMW,525,Benzene,automatic,Silver,2001,280,200
639,22-10-22,Fiat,Regata,Benzene,manual,Red,1986,300,30
640,22-10-22,Land Rover,Range Rover,Benzene,automatic,Gray,2019,105,2950
641,22-10-22,Mercedes,C 180,Benzene,automatic,Dark blue,2019,79,1325
642,22-10-22,Skoda,Superb,Benzene,automatic,Blue,2021,64,990
643,22-10-22,BMW,740,Benzene,automatic,Black,2007,220,425
644,22-10-22,Hyundai,Tucson,Benzene,automatic,White,2022,0,1120
645,22-10-22,Mitsubishi,Lancer EX Shark,Benzene,automatic,Gold,2015,127,335
646,22-10-22,Mercedes,CLA 180,Benzene,automatic,Black,2021,24,1290
647,22-10-22,Kia,Cerato,Benzene,automatic,Black,2017,72,420
648,22-10-22,Citroën,C4 Grand Picasso,Benzene,automatic,Cyan,2016,113,470
649,22-10-22,Peugeot,407,Benzene,automatic,Blue,2006,168,195
650,22-10-22,Kia,Picanto,Benzene,automatic,Silver,2004,196,145
651,22-10-22,Kia,Rio,Benzene,automatic,White,2013,105,240
652,22-10-22,Renault,Megane,Benzene,manual,Gray,2006,230,105
653,22-10-22,Toyota,Corolla,Benzene,automatic,Dark red,2004,424,210
654,22-10-22,Chery,Arrizo 5,Benzene,automatic,Light grey,2022,20.5,250
655,22-10-22,Opel,Astra,Benzene,manual,Black,2004,200,107
656,22-10-22,Hyundai,Verna,Benzene,manual,Black,2008,137,125
657,22-10-22,Renault,Sandero Step Way,Benzene,automatic,Red,2019,39,325
658,22-10-22,Renault,Fluence,Benzene,automatic,Black,2011,174,165
659,22-10-22,Renault,Logan,natural gas,manual,Black,2016,200,100
660,22-10-22,Skoda,Kodiaq,Benzene,automatic,White,2021,32,1100
661,22-10-22,Hyundai,Elantra,Benzene,automatic,Light grey,2010,220,225
662,22-10-22,Chevrolet,Aveo,Benzene,automatic,Silver,2017,76,225
663,22-10-22,Speranza,A516,Benzene,manual,Gold,2009,160,85
664,22-10-22,Chevrolet,Aveo,Benzene,automatic,Black,2014,75,190
665,22-10-22,Suzuki,Van,Benzene,manual,Dark red,2016,0,135
666,21-10-22,Chevrolet,Aveo,Benzene,automatic,Black,2014,218,195
667,21-10-22,Toyota,Corolla,Benzene,automatic,Black,2008,190,245
668,21-10-22,Kia,Cerato,Benzene,automatic,Light grey,2013,120,300
669,21-10-22,Fiat,Petra,Benzene,manual,Silver,2003,100,55
670,21-10-22,Volkswagen,Eos,Benzene,manual,Silver,2008,0,300
671,21-10-22,Changan,CS 35,Benzene,automatic,Light grey,2015,75,230
672,21-10-22,Chevrolet,Optra,Benzene,automatic,Red,2013,143,240
673,21-10-22,Fiat,131,Benzene,manual,White,1980,0,35
674,21-10-22,Fiat,127,Benzene,manual,Blue,1987,0,15
675,21-10-22,Hyundai,Elantra HD,Benzene,automatic,Dark red,2019,95,320
676,21-10-22,MG,Rx5,Benzene,automatic,Cyan,2021,30,550
677,21-10-22,Kia,Grand Cerato,Benzene,automatic,Eggplant,2020,33,600
678,21-10-22,Hyundai,Tucson GDI,Benzene,automatic,White,2020,58,850
679,21-10-22,Nissan,Sunny,Benzene,automatic,Black,2020,60,350
680,22-10-22,Peugeot,508,Benzene,automatic,Light grey,2015,115,360
681,22-10-22,Peugeot,301,Benzene,automatic,Silver,2021,30,360
682,22-10-22,Peugeot,3008,Benzene,automatic,Gray,2021,39,800
683,22-10-22,Land Rover,Lr2,Benzene,automatic,Black,2010,187,550
684,22-10-22,Citroën,C Elysee,Benzene,automatic,Gold,2015,129,220
685,22-10-22,Kia,Rio,Benzene,automatic,Mocha,2015,129,275
686,22-10-22,Hyundai,Tucson,Benzene,automatic,Dark red,2017,103,650
687,22-10-22,Kia,Pegas,Benzene,automatic,Dark blue,2020,16,330
688,22-10-22,Skoda,Octavia A8,Benzene,automatic,Gray,2021,60,740
689,22-10-22,Renault,Kadjar,Benzene,automatic,Dark blue,2018,72,540
690,21-10-22,Nissan,Sunny,Benzene,automatic,Black,2011,100,235
691,21-10-22,Seat,Ateca,Benzene,automatic,Silver,2018,55,700
692,21-10-22,Hyundai,Tucson,Benzene,automatic,Black,2019,60,750
693,21-10-22,Toyota,Corolla,Benzene,automatic,Red,1992,300,115
694,21-10-22,Volkswagen,Golf,Benzene,automatic,Black,2011,225,320
695,21-10-22,Hyundai,Elantra,Benzene,automatic,Green,1997,300,65
696,21-10-22,Audi,Q3,Benzene,automatic,White,2016,120,775
697,21-10-22,Chevrolet,Aveo,Benzene,manual,Silver,2009,123,125
698,21-10-22,Fiat,128,Benzene,manual,White,1986,0,30
699,21-10-22,Kia,Cerato,Benzene,automatic,Petroleum,2018,70,465
700,21-10-22,Volkswagen,Tiguan,Benzene,automatic,Black,2020,18,1000
701,21-10-22,Nissan,Sunny,Benzene,automatic,Gray,2022,0.014,350
702,21-10-22,Fiat,Tipo,Benzene,automatic,Mocha,2022,7,480
703,21-10-22,Nissan,Sunny,Benzene,automatic,Red,2014,1.5,160
704,21-10-22,Kia,Grand Cerato,Benzene,automatic,White,2022,25,650
705,21-10-22,Audi,A3,Benzene,automatic,Red,2014,150,510
