,date,brand,model,fuel,transmission_type,color,year,km*1000,price(Thousand)
21776,16-08-22,Renault,Scenic,Benzene,manual,Gray,2002,186,88
21777,16-08-22,Speranza,Tiggo,Benzene,manual,Blue,2011,70,170
21778,16-08-22,Hyundai,Viva,natural gas,manual,White,2010,400,150
21779,16-08-22,Mazda,3 || Mazda 3,Benzene,automatic,Black,2019,30,547
21780,16-08-22,Kia,Soul,Benzene,automatic,Light grey,2017,85,420
21781,16-08-22,Peugeot,504,Benzene,manual,Black,1977,80,70
21782,16-08-22,Daewoo,Nubira 2,Benzene,automatic,Silver,2003,200,115
21783,16-08-22,MG,ZS,Benzene,automatic,Blue,2021,24,460
21784,16-08-22,Daewoo,Lanos,Benzene,manual,Red,2000,134,80
21785,16-08-22,Suzuki,Swift,Benzene,manual,Dark red,1996,90,60
21786,16-08-22,Fiat,Tempra,Benzene,manual,Gray,1994,200,30
21787,16-08-22,Volkswagen,Passat,Benzene,automatic,Black,2008,260,225
21788,16-08-22,Skoda,Octavia A4,Benzene,manual,Red,2008,148,165
21789,16-08-22,Renault,Megane,Benzene,automatic,Gray,2006,162,135
21790,16-08-22,Renault,Logan,Benzene,manual,Black,2011,97,120
21791,16-08-22,Speranza,A516,Benzene,manual,Dark red,2008,280,75
21792,16-08-22,Byd,F3,Benzene,automatic,Blue,2023,1,275
21793,16-08-22,Kia,Cerato,Benzene,automatic,White,2014,150,350
21794,16-08-22,Geely,Emgrand 7,Benzene,manual,Black,2015,144,126
21795,16-08-22,Mitsubishi,Lancer Crystala,Benzene,automatic,Green,1998,105,105
21796,16-08-22,Hyundai,Tucson,Benzene,automatic,Silver,2021,47,700
21797,16-08-22,Toyota,Corolla,Benzene,automatic,Champagne,2006,190,247
21798,16-08-22,Hyundai,Tucson,Benzene,automatic,White,2019,118,680
21799,16-08-22,Fiat,131,Benzene,manual,Gray,1980,0,25
21800,16-08-22,Mitsubishi,Lancer Puma,Benzene,manual,Silver,2008,161,170
21801,16-08-22,Mazda,Pickup,Benzene,manual,Red,1980,0,45
21802,16-08-22,Speranza,M12,Benzene,manual,Eggplant,2012,240,110
21803,16-08-22,Renault,Logan,Benzene,automatic,Dark blue,2017,94,240
21804,16-08-22,Hyundai,Tucson Turbo GDI || Tucson Turbo,Benzene,automatic,Dark blue,2019,161,700
21805,16-08-22,Daewoo,Lanos,Benzene,manual,Black,1999,0,80
21806,16-08-22,Geely,Emgrand 7,Benzene,manual,Eggplant,2014,193,105
21807,16-08-22,Land Rover,Range Rover,Benzene,automatic,Blue,2022,2,6000
21808,16-08-22,Chevrolet,Optra,Benzene,manual,Cyan,2011,70,120
21809,16-08-22,Peugeot,406,Benzene,automatic,White,2002,250,135
21810,16-08-22,Fiat,Tipo,Benzene,automatic,Gold,2020,58,430
21811,15-08-22,Kenbo,Minivan,Benzene,manual,Light grey,2016,330,95
21812,15-08-22,Mitsubishi,Lancer EX Shark,Benzene,automatic,Black,2016,112,350
21813,15-08-22,Byd,F3,natural gas,manual,Blue,2019,175,167
21814,15-08-22,Kia,Picanto,Benzene,automatic,Red,2014,42,260
21815,15-08-22,Suzuki,Maruti,Benzene,manual,Cyan,1999,70,39
21816,15-08-22,Chevrolet,Optra,Benzene,automatic,Black,2021,12,310
21817,15-08-22,Hyundai,Accent,Benzene,manual,Red,2000,200,30
21818,15-08-22,Proton,Persona,Benzene,manual,Black,2010,90,145
21819,15-08-22,Fiat,128,Benzene,manual,Blue,1983,0,17
21820,15-08-22,Citroën,Xsara,Benzene,manual,Green,2002,380,65
21821,15-08-22,Fiat,Shahin,Benzene,manual,Red,1998,0,40
21822,15-08-22,Fiat,Regata,Benzene,manual,White,1986,0,29
21823,15-08-22,BMW,525,Benzene,automatic,Dark red,1990,190,120
21824,15-08-22,BMW,740,Benzene,automatic,Black,2007,100,350
21825,15-08-22,Byd,F3,Benzene,manual,Silver,2018,180,150
21826,15-08-22,Geely,Emgrand X7,Benzene,automatic,Black,2020,170,330
21827,15-08-22,MG,5,Benzene,automatic,White,2021,35,355
21828,15-08-22,Hyundai,Verna,Benzene,manual,Gold,2009,81,125
21829,15-08-22,Mitsubishi,Lancer EX Shark,Benzene,automatic,Gray,2016,290,320
21830,15-08-22,Suzuki,Swift,Benzene,automatic,Blue,1991,100,42
21831,15-08-22,Daewoo,Nubira 2,Benzene,manual,Beige,2001,180,85
21832,15-08-22,Mitsubishi,Lancer Puma,Benzene,automatic,Dark red,2010,208,205
21833,15-08-22,Daewoo,Lacetti,Benzene,automatic,White,2006,97,135
21834,15-08-22,Toyota,Corolla,Benzene,automatic,Black,2013,107,355
21835,15-08-22,Daewoo,Nubira 2,Benzene,manual,Black,2009,290,120
21836,15-08-22,Speranza,Envy,Benzene,manual,Black,2017,120,130
21837,15-08-22,Chevrolet,Optra,Benzene,manual,Black,2008,176.7,120
21838,15-08-22,Mazda,RX,Benzene,manual,Red,1980,0,35
21839,15-08-22,Fiat,Fiorino,Benzene,manual,White,2008,0,75
21840,15-08-22,Opel,Insignia,Benzene,automatic,Blue,2017,125,530
21841,15-08-22,Daewoo,Zaz,Benzene,manual,Olive,2001,0,17
21842,15-08-22,BMW,325,Benzene,automatic,Gray,2001,69,235
21843,15-08-22,Volkswagen,Polo,Benzene,manual,Olive,2000,0,95
21844,15-08-22,Suzuki,Vitara,Benzene,manual,Silver,2007,240,145
21845,15-08-22,Honda,Civic,Benzene,manual,Red,1987,0,25
21846,15-08-22,Hyundai,Veloster,Benzene,automatic,Yellow,2012,150,250
21847,15-08-22,Daewoo,Nubira 2,Benzene,automatic,White,2002,230,85
21848,15-08-22,Kia,Cerato,Benzene,automatic,Cyan,2010,215,235
21849,15-08-22,Fiat,128,Benzene,manual,White,1987,0,19.5
21850,15-08-22,Ford,Puma,Benzene,manual,Black,2000,0,75
21851,15-08-22,Kia,Carens,Benzene,automatic,Black,2016,106,425
21852,15-08-22,Daewoo,Lanos,Benzene,manual,White,1999,200,67
21853,15-08-22,Brilliance,Galena,natural gas,automatic,Silver,2011,197,130
21854,15-08-22,Suzuki,Maruti,Benzene,manual,Red,2007,0,48
21855,15-08-22,Mercedes,CLA 200,Benzene,automatic,Black,2022,0.02,1450
21856,15-08-22,Kia,Sportage,Benzene,automatic,White,2022,9,800
21857,15-08-22,Speranza,Tiggo,Benzene,manual,Silver,2011,100,155
21858,15-08-22,Opel,Astra,Benzene,automatic,White,2019,100,370
21859,15-08-22,Volkswagen,Turan,Benzene,automatic,Dark blue,2005,120,270
21860,15-08-22,Peugeot,504,Benzene,manual,White,1977,160,40
21861,15-08-22,Fiat,132,Benzene,manual,Silver,1977,0,13
21862,15-08-22,Byd,F3,Benzene,manual,White,2011,250,90
21863,15-08-22,Suzuki,Van,Benzene,manual,Red,2014,85,70
21864,15-08-22,Hyundai,Avante,Benzene,automatic,Black,2004,340,180
21865,15-08-22,Renault,Duster,Benzene,manual,Silver,2016,100,240
21866,15-08-22,Volkswagen,Polo,Benzene,manual,Red,1995,250,70
21867,15-08-22,Subaru,XV,Benzene,automatic,Gray,2019,74,600
21868,15-08-22,Skoda,Octavia A7,Benzene,automatic,Cyan,2015,65,420
21869,15-08-22,Chevrolet,Cruze,Benzene,automatic,Silver,2013,133,175
21870,15-08-22,Lada,Granta,Benzene,manual,Mocha,2016,110,140
21871,15-08-22,Proton,Gen 2,Benzene,manual,Green,2006,123.456,65
21872,15-08-22,Chery,Arrizo 5,Benzene,automatic,Cyan,2020,239,250
21873,15-08-22,Renault,Duster,Benzene,manual,Black,2017,80,270
21874,15-08-22,Daewoo,Lanos,Benzene,automatic,Green,1999,300,80
21875,15-08-22,Hyundai,Elantra,Benzene,manual,Silver,2009,310,170
21876,15-08-22,Daewoo,Nubira 2,Benzene,manual,Olive,2003,220.555,78
21877,15-08-22,Mercedes,200,Benzene,manual,Orange,1977,230,70
21878,15-08-22,Byd,F3,Benzene,manual,Red,2019,90,180
21879,15-08-22,Daihatsu,Gran max,Benzene,manual,White,2011,186,115
21880,15-08-22,Skoda,Octavia A5,Benzene,automatic,Silver,2006,105,218
21881,15-08-22,Mercedes,C 200,Benzene,manual,Orange,1977,200,60
21882,15-08-22,Volvo,244,natural gas,automatic,White,1981,70,70
21883,15-08-22,Suzuki,Vitara,Benzene,manual,Olive,1997,90,65
21884,15-08-22,Hyundai,Verna,Benzene,manual,Gray,2015,19.985,137
21885,15-08-22,Hyundai,Matrix,Benzene,automatic,Silver,2001,184,137
21886,15-08-22,Hyundai,Matrix,Benzene,automatic,Dark blue,2007,278.826,200
21887,15-08-22,Nissan,Juke,Benzene,automatic,Blue,2012,0,260
21888,15-08-22,Peugeot,301,Benzene,automatic,Black,2019,150,260
21889,15-08-22,Nissan,Sunny,Benzene,automatic,Gold,2009,200,170
21890,15-08-22,Kia,Sportage,Benzene,automatic,Red,2019,40,730
21891,15-08-22,Mercedes,E 200,Benzene,automatic,Petroleum,1992,200,220
21892,15-08-22,Citroën,C5 Aircross,Benzene,automatic,Black,2022,18,725
21893,15-08-22,Nissan,Pick up,Benzene,manual,White,2002,75,85
21894,15-08-22,Mercedes,E 230,Benzene,manual,White,1997,0,240
21895,15-08-22,Fiat,Ducato,Benzene,manual,White,2020,40,700
21896,14-08-22,DFSK,Eagle pro,Benzene,automatic,Dark red,2018,1,400
21897,15-08-22,Suzuki,Alto,Benzene,manual,Red,2007,160,80
21898,15-08-22,Fiat,127,Benzene,manual,Cyan,1986,0,20
21899,15-08-22,Mitsubishi,Lancer EX Shark,Benzene,automatic,Gray,2016,70,350
21900,15-08-22,Mitsubishi,Lancer EX Shark,Benzene,automatic,Gray,2016,84,335
21901,15-08-22,Toyota,Corolla,Benzene,automatic,White,2013,190,155
21902,15-08-22,Hyundai,Tucson,Benzene,,White,2021,17,885
21903,15-08-22,Chevrolet,Lanos,Benzene,manual,Dark blue,2019,85,127
21904,15-08-22,Nissan,Qashqai,Benzene,automatic,White,2019,50,550
21905,15-08-22,Suzuki,Van,Benzene,manual,White,2014,85,90
21906,15-08-22,Hyundai,Getz,Benzene,automatic,Silver,2011,160,220
21907,15-08-22,Proton,Saga,Benzene,manual,White,2011,200,95
21908,15-08-22,Kia,Carens,Benzene,automatic,Silver,2015,15,405
21909,15-08-22,Renault,Megane,Benzene,automatic,Olive,2006,215,110
21910,15-08-22,Skoda,Fantasia,Benzene,automatic,Black,2010,215,320
21911,15-08-22,Hyundai,Santamo,Benzene,automatic,Silver,2000,250,85
21912,15-08-22,Suzuki,Swift,Benzene,manual,Red,1995,0,36
21913,15-08-22,Seat,Leon,Benzene,automatic,White,2019,143,600
21914,15-08-22,Hyundai,Excel,Benzene,automatic,Dark green,1997,0,70
21915,15-08-22,Fiat,125,Benzene,manual,Red,1984,100,20
21916,15-08-22,Kia,Pride,Benzene,manual,Dark blue,1996,75,60
21917,15-08-22,Citroën,Berlingo,Benzene,manual,Cyan,2004,190,85
21918,15-08-22,Chevrolet,Aveo,Benzene,manual,Black,2010,271,125
21919,15-08-22,Renault,Fluence,Benzene,automatic,Dark red,2015,172,225
21920,15-08-22,Renault,Megane,Benzene,automatic,Green,2006,214,120
21921,15-08-22,Fiat,127,Benzene,manual,White,1987,0,13.5
21922,15-08-22,BMW,740,Benzene,automatic,Black,2010,79,850
21923,15-08-22,Nissan,Sunny,Benzene,automatic,Gray,2020,43,285
21924,15-08-22,Toyota,Camry,Benzene,automatic,White,1998,200,150
21925,15-08-22,Hyundai,Elantra MD,Benzene,automatic,White,2016,172,340
21926,15-08-22,Lada,Granta,Benzene,manual,Mocha,2019,118,75
21927,15-08-22,Opel,Grandland,Benzene,automatic,Gray,2022,19,820
21928,15-08-22,Volkswagen,Golf,Benzene,automatic,Gold,2014,130,430
21929,15-08-22,Toyota,Prado,Benzene,automatic,Black,2018,34,2500
21930,15-08-22,Mercedes,200,Benzene,automatic,Silver,1983,100,65
21931,15-08-22,Gmc,Safary,Benzene,automatic,Gold,1994,0,133
21932,15-08-22,Skoda,Octavia A8,Benzene,automatic,Cyan,2022,12,875
21933,15-08-22,Daewoo,Nubira 1,Benzene,automatic,Gold,1997,230,58
21934,15-08-22,Speranza,A113,Benzene,manual,Blue,2010,55,85
21935,15-08-22,Fiat,Tipo,Benzene,automatic,Red,2020,32,385
21936,15-08-22,Kia,Cerato Koup,Benzene,automatic,Orange,2011,280,250
21937,15-08-22,Fiat,Tipo,Benzene,automatic,White,2021,45,450
21938,15-08-22,Nissan,Pick up,diesel,manual,White,2021,15,450
21939,15-08-22,Chevrolet,Lanos,Benzene,manual,Gray,2014,59.5,155
21940,15-08-22,Ford,Kuga,Benzene,automatic,Dark red,2015,150,450
21941,15-08-22,Renault,Fluence,Benzene,automatic,Black,2015,150,255
21942,15-08-22,MG,6,Benzene,automatic,White,2019,75,375
21943,15-08-22,Nissan,Sunny,Benzene,manual,Gray,2000,250,87
21944,15-08-22,Daewoo,Lanos,Benzene,manual,Dark green,1999,340,67
21945,15-08-22,Lada,Granta,Benzene,manual,Blue,2019,119,145
21946,15-08-22,Hyundai,Avante,Benzene,automatic,Silver,2009,120,175
21947,15-08-22,Renault,Clio,Benzene,manual,Silver,2001,190,85
21948,15-08-22,Land Rover,Velar,Benzene,automatic,White,2021,15,2800
21949,15-08-22,Dodge,Durango,Benzene,automatic,Black,2013,91,1200
21950,15-08-22,Citroën,Ax,Benzene,manual,Blue,1997,160,25
21951,15-08-22,Mitsubishi,Pickup,diesel,manual,Blue,2002,300,90
21952,15-08-22,Nissan,Sunny,Benzene,automatic,Black,2015,125,185
21953,15-08-22,Volkswagen,Passat,Benzene,manual,Silver,1999,100,170
21954,15-08-22,Kia,Cerato Koup,Benzene,automatic,Black,2011,170,235
21955,15-08-22,Hyundai,Elantra AD,Benzene,automatic,Gold,2014,85,420
21956,15-08-22,Mercedes,280,Benzene,automatic,Black,1982,400,55
21957,15-08-22,Suzuki,Maruti,Benzene,manual,Gray,2011,22,85
21958,15-08-22,Kia,Cerato,Benzene,automatic,Dark blue,2022,0.6,560
21959,15-08-22,Citroën,C Elysee,Benzene,automatic,White,2020,82,255
21960,15-08-22,Mercedes,200,Benzene,manual,Orange,1979,0,55
21961,15-08-22,Volkswagen,Parati,Benzene,manual,Gray,2004,200,50
21962,15-08-22,Fiat,Shahin,Benzene,manual,Red,1995,0,50
21963,15-08-22,Ford,Focus,Benzene,automatic,Black,2007,290,130
21964,15-08-22,Audi,A8,Benzene,automatic,White,1989,0,40
21965,15-08-22,Nissan,Sunny,Benzene,manual,Champagne,2000,460,82
21966,15-08-22,Hyundai,Avante,Benzene,automatic,Black,2007,90,265
21967,15-08-22,Opel,Astra,Benzene,automatic,Brown,2016,105,340
21968,15-08-22,Opel,Cascada,Benzene,automatic,White,2016,78,550
21969,15-08-22,MG,6,Benzene,,White,2022,5,610
21970,15-08-22,Volkswagen,Polo,Benzene,automatic,Silver,2009,0,140
21971,15-08-22,Chevrolet,Optra,Benzene,automatic,White,2006,130,129
21972,15-08-22,Chevrolet,Optra,Benzene,automatic,Dark blue,2017,123,198
21973,15-08-22,BMW,320,Benzene,automatic,Black,2009,200,340
21974,15-08-22,Lada,Granta,Benzene,manual,Light grey,2022,16,220
21975,15-08-22,Mitsubishi,Lancer Puma,Benzene,automatic,Silver,2009,215,191
21976,15-08-22,Honda,Civic,Benzene,automatic,Silver,1994,200,62
21977,15-08-22,Hyundai,Elantra Coupe,Benzene,manual,Dark red,2005,265,105
21978,15-08-22,Hyundai,Elantra MD,Benzene,automatic,Bronze,2015,0.131,335
21979,15-08-22,Lada,2107,Benzene,manual,White,1993,0,25
21980,15-08-22,Toyota,Corolla,Benzene,manual,White,1982,400,45
21981,15-08-22,Suzuki,Alto,Benzene,manual,Blue,2007,170,65
21982,15-08-22,Nissan,Sunny,Benzene,automatic,Gray,2012,147,205
21983,15-08-22,BMW,X3,Benzene,automatic,Silver,2007,280,320
21984,15-08-22,Lada,Samara,Benzene,manual,Brown,1995,0,22
21985,15-08-22,Lada,Granta,Benzene,manual,Gray,2018,200,135
21986,15-08-22,Renault,Megane,Benzene,automatic,Silver,2005,190,110
21987,15-08-22,Mahindra,Scorpio,Benzene,manual,Gray,2008,0,75
21988,15-08-22,Nissan,Sunny,Benzene,automatic,Red,2021,75,260
21989,15-08-22,Hyundai,Excel,Benzene,manual,Olive,1998,0,55
21990,15-08-22,MG,ZS,Benzene,automatic,Silver,2021,50,395
21991,15-08-22,Fiat,128,Benzene,manual,Red,1991,100,38
21992,15-08-22,Daewoo,Nubira 2,Benzene,manual,Cyan,2005,135,115
21993,15-08-22,Hyundai,Verna,natural gas,manual,White,2015,0,120
21994,15-08-22,Ford,Focus,Benzene,automatic,Blue,2018,103,400
21995,15-08-22,Hyundai,Verna,Benzene,manual,Light grey,2014,214,152
21996,14-08-22,Kia,Sportage,Benzene,automatic,White,2022,0.02,950
21997,14-08-22,Pontiac,G6,Benzene,automatic,Dark blue,2005,148,240
21998,14-08-22,Hyundai,Accent RB,Benzene,automatic,Red,2019,80,300
21999,14-08-22,Kia,Grand Cerato,Benzene,automatic,Light grey,2022,2.5,570
22000,14-08-22,Hyundai,Verna,Benzene,manual,Champagne,2014,177,150
22001,14-08-22,Fiat,Tempra,Benzene,manual,Dark red,1999,0,40
22002,14-08-22,Nissan,Rogue,Benzene,automatic,Gray,1999,300,90
22003,14-08-22,Kia,Sportage,Benzene,automatic,Blue,2021,13,850
22004,14-08-22,Renault,Rainbow,Benzene,manual,Eggplant,1997,0,47
22005,14-08-22,Chevrolet,Aveo,Benzene,automatic,Cyan,2012,110,180
22006,14-08-22,Kia,Cerato,Benzene,automatic,Silver,2010,0,225
22007,14-08-22,Seat,Toledo,Benzene,manual,Red,1996,0,50
22008,14-08-22,BMW,318,Benzene,automatic,White,2019,92,865
22009,14-08-22,Kia,Sportage,Benzene,automatic,Light grey,2015,90,550
22010,14-08-22,Hyundai,Verna,Benzene,manual,Gray,2008,200,120
22011,14-08-22,Fiat,127,Benzene,manual,Beige,1974,0,14
22012,14-08-22,Suzuki,Van,Benzene,manual,Red,2016,75,125
22013,14-08-22,BMW,340,Benzene,automatic,Blue,2019,37,1700
22014,14-08-22,Fiat,131,Benzene,manual,Red,1980,0,28
22015,14-08-22,Kia,Pride,Benzene,manual,Red,1997,0,51
22016,14-08-22,Renault,Clio,Benzene,manual,Black,2003,300,70
22017,14-08-22,Suzuki,Van,Benzene,manual,Dark red,2014,98,105
22018,14-08-22,Land Rover,Range Rover Vogue || Vogue,Benzene,automatic,Black,2019,10,4200
22019,14-08-22,Daewoo,Nubira 2,Benzene,manual,Gold,2002,0,80
22020,14-08-22,Peugeot,307,Benzene,automatic,Cyan,2005,290,190
22021,14-08-22,Peugeot,5008,Benzene,automatic,Black,2020,75,830
22022,14-08-22,Byd,F3,Benzene,manual,Silver,2019,151,190
22023,14-08-22,Geely,Emgrand 7,Benzene,manual,Gray,2015,200,95
22024,14-08-22,Kia,Rio,Benzene,automatic,White,2013,103,265
22025,14-08-22,Hyundai,Tucson,Benzene,automatic,White,2022,10,950
22026,14-08-22,Kia,Cerato,Benzene,automatic,White,2014,140,300
22027,14-08-22,Lada,2107,Benzene,manual,White,2009,0,39
22028,14-08-22,Suzuki,Van,Benzene,manual,White,2015,0,95
22029,14-08-22,Hyundai,Avante,Benzene,automatic,White,2002,240,135
22030,14-08-22,Chery,Tiggo,Benzene,automatic,Silver,2021,42,325
22031,14-08-22,Opel,Astra,Benzene,automatic,Gray,2015,129,300
22032,14-08-22,Kia,Ceed,Benzene,automatic,Gray,2016,124,420
22033,14-08-22,Mitsubishi,Lancer Crystala,Benzene,manual,Green,1998,200,85
22034,14-08-22,Isuzu,D max,diesel,manual,White,2016,250,298
22035,14-08-22,Mercedes,230,Benzene,manual,Gray,1979,200,70
22036,14-08-22,Renault,Megane,Benzene,automatic,Silver,2008,104,160
22037,14-08-22,Kia,Rio,Benzene,manual,Black,2003,0,70
22038,14-08-22,Skoda,Octavia A4,Benzene,automatic,Dark green,2004,150,170
22039,14-08-22,Renault,Duster,Benzene,automatic,Gray,2019,35,470
22040,14-08-22,Seat,Ibiza,Benzene,automatic,Blue,2019,79,445
22041,14-08-22,Nissan,Sunny,Benzene,automatic,Black,2018,35,250
22042,14-08-22,Daihatsu,Grand terios,Benzene,automatic,Cyan,2013,290,300
22043,14-08-22,Geely,Pandino,Benzene,manual,Blue,2015,51,120
22044,14-08-22,Mercedes,E 320,Benzene,automatic,Blue,2003,240,530
22045,14-08-22,Opel,Corsa,diesel,automatic,Black,2013,150,250
22046,14-08-22,Honda,JAZZ,Benzene,manual,Black,2003,300,75
22047,14-08-22,Mitsubishi,Lancer Crystala,Benzene,manual,Silver,1999,150,105
22048,14-08-22,Kia,Pride,Benzene,manual,Silver,1999,180,55
22049,14-08-22,Opel,Astra,Benzene,automatic,Gray,2016,62,350
22050,14-08-22,Fiat,Tempra,Benzene,manual,Black,1993,200,40
22051,14-08-22,Suzuki,Pickup,Benzene,manual,White,2016,35,110
22052,14-08-22,BMW,X1,natural gas,automatic,Dark blue,2020,38,1150
22053,14-08-22,Toyota,Corolla,Benzene,manual,Gray,1980,200,13
22054,14-08-22,Faw,Vita,Benzene,manual,Silver,2009,120,68
22055,14-08-22,Peugeot,307,Benzene,automatic,Silver,2007,150,190
22056,14-08-22,Daewoo,Lanos,Benzene,manual,White,1997,0,65
22057,14-08-22,Hyundai,Excel,Benzene,manual,Red,1997,200,58
22058,14-08-22,Byd,F3,Benzene,manual,Gray,2021,17,210
22059,18-07-22,Land Rover,Range Rover Evoque || Evoque,Benzene,automatic,White,2022,0,2000
22060,14-08-22,Suzuki,Maruti,Benzene,manual,Black,2011,75,59
22061,14-08-22,Peugeot,405,Benzene,manual,Gold,2007,155,45
22062,14-08-22,Dodge,Charger,Benzene,automatic,White,2006,90,180
22063,14-08-22,Fiat,Shahin,Benzene,manual,White,2001,100,43
22064,14-08-22,Nissan,Sunny,Benzene,manual,White,1999,40,85
22065,14-08-22,Hyundai,Elantra HD,Benzene,automatic,Silver,2019,31,325
22066,14-08-22,Hyundai,Elantra HD,Benzene,automatic,Silver,2020,90,320
22067,14-08-22,Peugeot,508,Benzene,automatic,White,2017,80,550
22068,14-08-22,Ford,Fiesta,Benzene,manual,Gray,1997,30,30
22069,14-08-22,Seat,Ibiza,Benzene,automatic,Blue,2019,60,530
22070,14-08-22,Kia,Sportage,Benzene,automatic,Black,2020,120,840
22071,14-08-22,Citroën,C5,Benzene,automatic,Black,2011,79,350
22072,14-08-22,Isuzu,D max,Benzene,manual,White,2010,0,190
22073,14-08-22,Renault,Logan,Benzene,manual,Red,2010,180,85
22074,14-08-22,Suzuki,Vitara,Benzene,automatic,Dark blue,1998,0,130
22075,14-08-22,Kia,Sportage,Benzene,automatic,Mocha,2017,60,700
22076,14-08-22,Opel,Corsa,Benzene,manual,Blue,1995,270,73
22077,14-08-22,Zotye,Xplosion,Benzene,manual,Red,2008,85,78
22078,14-08-22,Mitsubishi,Lancer EX Shark,Benzene,automatic,Black,2015,70,366
22079,14-08-22,Nissan,Sentra,Benzene,automatic,Dark red,2015,180,270
22080,14-08-22,Daewoo,Lanos,Benzene,manual,Silver,2000,200,65
22081,14-08-22,Fiat,Tempra,Benzene,manual,White,1990,130,30
22082,14-08-22,Renault,Megane,Benzene,automatic,Silver,2005,85,145
22083,14-08-22,Hyundai,Creta,Benzene,automatic,White,2017,95,410
22084,14-08-22,Hyundai,Sonata,Benzene,automatic,Silver,1998,359.621,80
22085,14-08-22,Daewoo,Nubira 2,Benzene,automatic,Black,2004,0,105
22086,14-08-22,Hyundai,Matrix,Benzene,manual,Silver,2006,340,160
22087,14-08-22,Chevrolet,Pickup,diesel,manual,Yellow,1984,0,0.001
22088,14-08-22,Suzuki,Ciaz,Benzene,manual,Red,2001,80,70
22089,14-08-22,Geely,Emgrand X7,Benzene,automatic,White,2019,100,280
22090,14-08-22,Toyota,Corolla,Benzene,automatic,Silver,2009,188,285
22091,14-08-22,Fiat,128,Benzene,manual,Red,2009,190,37
22092,14-08-22,Seat,Ateca,Benzene,automatic,Red,2021,19,860
22093,14-08-22,Brilliance,FSV,Benzene,manual,Silver,2014,250,130
22094,14-08-22,Hyundai,IX 35,Benzene,automatic,Silver,2014,86,500
22095,14-08-22,Fiat,127,Benzene,manual,Blue,1983,0,11
22096,14-08-22,Renault,Fluence,Benzene,automatic,Black,2012,205,250
22097,14-08-22,Opel,Astra,Benzene,automatic,Silver,2008,0,175
22098,14-08-22,Skoda,Fantasia,Benzene,manual,Silver,1998,124,140
22099,14-08-22,Kia,Carens,Benzene,automatic,Purple,2011,130,270
22100,14-08-22,Fiat,Tipo,Benzene,manual,Dark red,2020,59.5,275
22101,14-08-22,Toyota,Corolla,Benzene,automatic,White,2020,30,485
22102,14-08-22,BMW,X1,Benzene,automatic,Silver,2015,96,690
22103,14-08-22,Skoda,Felicia combi,Benzene,manual,Olive,1998,0,45
22104,14-08-22,Hyundai,Elantra AD,Benzene,automatic,White,2019,80,390
22105,14-08-22,Chevrolet,Pickup,Benzene,manual,White,2009,100,200
22106,14-08-22,Daihatsu,Mira,Benzene,automatic,Olive,2000,85,95
22107,14-08-22,Hummer,H 3,Benzene,automatic,Green,2006,55,700
22108,14-08-22,Mercedes,C 200,Benzene,automatic,Silver,2009,150,440
22109,14-08-22,Peugeot,505,Benzene,manual,White,1991,0,120
22110,14-08-22,Nissan,Sunny,Benzene,automatic,Purple,2005,200,199
22111,14-08-22,Volkswagen,Passat,Benzene,automatic,Black,2011,200,320
22112,14-08-22,Opel,Vectra,Benzene,automatic,Dark red,1994,0,80
22113,14-08-22,Chevrolet,Lanos,Benzene,manual,Silver,2010,200,120
22114,14-08-22,Peugeot,3008,Benzene,automatic,Petroleum,2021,18,965
22115,14-08-22,Peugeot,504,Benzene,manual,Gold,1985,0,38
22116,14-08-22,Nissan,Sentra,Benzene,automatic,Gray,2018,118,290
22117,14-08-22,Volvo,244,Benzene,automatic,Gold,1981,120,45
22118,14-08-22,Mercedes,C 200,Benzene,automatic,Black,2009,197,450
22119,14-08-22,Toyota,Hilux,diesel,manual,White,2006,210,180
22120,14-08-22,Toyota,Hilux,diesel,manual,White,2006,210,180
22121,14-08-22,Speranza,Envy,natural gas,automatic,Blue,2016,200,135
22122,14-08-22,Toyota,Corolla,Benzene,CVT,Silver,2022,6.5,875
22123,14-08-22,Hyundai,Tucson Turbo GDI || Tucson Turbo,Benzene,automatic,Black,2022,6,950
22124,14-08-22,Jeep,Grand Cherokee,Benzene,automatic,Light grey,2017,33,1200
22125,14-08-22,Hyundai,Verna,Benzene,manual,Silver,2012,165,130
22126,14-08-22,Mitsubishi,Pajero,Benzene,automatic,Gray,2006,300,390
22127,14-08-22,Hyundai,Matrix,Benzene,manual,Silver,2002,164,145
22128,14-08-22,Fiat,131,Benzene,manual,Beige,1981,0,35
22129,14-08-22,Chevrolet,Cruze,Benzene,automatic,Silver,2013,177,215
22130,14-08-22,Fiat,127,Benzene,manual,White,1985,0,19.5
22131,14-08-22,Mitsubishi,Eclipse,Benzene,automatic,White,2020,45,620
22132,14-08-22,Fiat,Siena,Benzene,manual,Silver,2001,145,67
22133,14-08-22,Kia,Cerato,Benzene,automatic,Red,2012,99.23,240
22134,14-08-22,Renault,11,Benzene,manual,Gray,2011,180,95
22135,14-08-22,BMW,518,Benzene,manual,Cyan,1982,80,90
22136,14-08-22,Chevrolet,Pickup,diesel,manual,White,2012,0,190
22137,14-08-22,DFSK,K01,Benzene,manual,Gray,2018,88,95
22138,14-08-22,Land Rover,lr3,Benzene,automatic,Dark red,2005,217,550
22139,14-08-22,Fiat,128,Benzene,manual,Red,1974,0,18
22140,14-08-22,Opel,Corsa,Benzene,manual,Purple,1994,0,55
